country,continents,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Japan,North America,2019,77.57,1095434200,62989.4,ISO392,328
Egypt,Africa,2025,68.76,349527646,19025.22,ISO678,410
Brazil,Europe,2019,58.26,1202079892,16210.25,ISO927,522
Japan,South America,2019,83.72,1352921196,47610.98,ISO286,899
United Kingdom,Africa,1998,60.92,1100312630,59545.78,ISO135,827
Italy,South America,1955,83.64,646583170,26212.02,ISO660,642
South Africa,Africa,2003,48.85,420807661,9271.71,ISO355,80
India,Africa,2025,80.71,318592757,57622.96,ISO534,237
Egypt,Oceania,1976,40.62,610893160,24676.13,ISO718,833
Saudi Arabia,Oceania,2019,64.54,637029303,14142.66,ISO107,589
Spain,South America,1950,59.04,1002922640,12670.16,ISO847,487
Russia,Asia,1971,63.63,287285667,25877.85,ISO277,467
Nigeria,Europe,2025,64.91,1260028899,47821.57,ISO341,274
Brazil,Asia,1971,57.51,1167508498,29313.78,ISO140,824
Germany,Asia,2025,84.92,626087544,2632.29,ISO456,942
Argentina,Oceania,2025,83.94,981585793,8655.77,ISO856,470
Japan,Europe,1966,83.28,456800784,23949.76,ISO212,472
Japan,Oceania,2003,84.06,95362889,53116.65,ISO976,635
France,Oceania,1971,75.69,413212450,8782.69,ISO867,550
Mexico,Oceania,2008,84.49,64464227,45291.89,ISO265,722
Egypt,North America,1950,80.16,1241687669,10470.98,ISO603,273
Indonesia,Asia,2003,58.72,613648896,17717.61,ISO953,608
Spain,Asia,2003,75.31,327851537,14602.89,ISO177,968
France,Asia,1976,81.04,1342554691,6311.06,ISO818,381
Italy,North America,1982,72.07,1386797486,54035.06,ISO922,180
Russia,Africa,1987,59.03,926467226,37608.88,ISO977,277
Saudi Arabia,South America,2025,42.96,638475928,66653.22,ISO295,694
Egypt,South America,1955,76.44,1246361526,8812.38,ISO501,644
Canada,North America,2025,82.87,719106203,12433.9,ISO932,640
Italy,Asia,2025,56.31,516866520,25210.16,ISO163,30
France,South America,1982,46.84,414145658,61503.41,ISO751,579
Nigeria,North America,1976,54.69,927387379,25154.95,ISO985,63
Germany,Oceania,1992,66.22,755384527,33265.08,ISO524,734
Brazil,Europe,2025,54.26,604782756,24826.68,ISO141,220
Australia,South America,1987,67.48,1089252796,7337.72,ISO472,684
United Kingdom,Europe,2019,83.51,1399727951,75215.26,ISO405,664
United States,Asia,2003,70.18,131924598,44334.58,ISO308,273
India,South America,2019,56.32,90197406,63238.82,ISO566,119
South Africa,North America,2025,82.11,300059022,53010.21,ISO403,248
Italy,Africa,1966,65.45,6892391,41626.09,ISO684,663
Italy,South America,2019,45.78,453627732,8084.58,ISO491,607
Indonesia,South America,2014,62.45,500537543,51775.95,ISO252,88
Japan,South America,1992,69.41,50146601,13274.26,ISO746,602
Argentina,South America,1950,77.72,732453126,33736.27,ISO461,910
Nigeria,North America,2003,82.14,281145161,50699.94,ISO363,635
Japan,North America,1976,54.28,801628664,62796.09,ISO315,453
United States,Africa,1987,47.0,26484163,55118.57,ISO820,855
United States,North America,2003,43.32,926570408,54051.15,ISO815,539
Saudi Arabia,North America,2003,73.23,75654947,12774.33,ISO721,890
Egypt,Asia,1966,75.78,107404066,28344.15,ISO642,92
Indonesia,Asia,1955,58.42,131208830,4390.07,ISO623,552
United States,Europe,2003,57.82,1094238954,57838.67,ISO738,857
Japan,Africa,1955,82.94,1137262082,76254.29,ISO924,898
Japan,Asia,1998,81.25,626543929,21864.72,ISO293,510
Russia,Africa,1950,50.5,513911666,7928.04,ISO751,411
United States,Africa,1971,75.14,616573229,38570.04,ISO126,274
Saudi Arabia,South America,2014,68.02,1069259895,68679.16,ISO145,527
Italy,Oceania,1976,46.94,986345706,44605.96,ISO746,497
Egypt,Oceania,1966,56.05,98521559,4695.39,ISO928,610
Indonesia,Oceania,1966,47.99,678403615,77967.51,ISO157,451
Brazil,Africa,1971,53.28,509323873,66463.34,ISO112,546
Canada,South America,2019,67.69,549143930,11395.93,ISO711,952
Mexico,Europe,2025,56.89,1254590409,73822.02,ISO148,353
Canada,Europe,1971,57.73,938850006,36604.37,ISO902,748
Italy,Oceania,2019,64.28,775008523,30379.94,ISO193,855
Argentina,Europe,2019,43.93,376309695,37423.21,ISO706,331
Russia,South America,2019,73.25,522535210,66931.18,ISO756,815
Egypt,Oceania,2019,58.08,1335711312,53098.89,ISO683,289
Brazil,South America,1992,61.62,869934225,5680.63,ISO550,38
Australia,Europe,1987,83.84,1225992848,76650.75,ISO478,536
Saudi Arabia,Oceania,1992,55.5,1069756174,12674.95,ISO109,626
United Kingdom,South America,2014,69.17,55603979,59899.87,ISO773,491
Argentina,North America,2019,57.66,492265402,51254.79,ISO825,834
Italy,North America,1960,80.24,1345608015,15814.72,ISO615,863
Germany,South America,2019,78.1,508460197,14487.83,ISO323,490
Spain,South America,1960,50.87,1086216911,69755.88,ISO480,148
Italy,Asia,1950,71.13,124973537,34155.9,ISO640,527
Canada,Asia,2019,42.93,736047783,52711.54,ISO401,759
France,Africa,1998,83.34,222567299,40821.61,ISO302,149
Australia,Oceania,2014,55.7,543459050,58460.93,ISO688,754
China,Africa,1976,77.43,361586995,38860.15,ISO670,506
Mexico,Africa,1966,54.33,940820614,23703.01,ISO295,607
Brazil,Europe,2003,68.47,363455491,29707.29,ISO421,831
France,North America,2025,84.26,1155808688,68867.14,ISO517,838
Russia,Europe,2025,79.45,1047982014,37974.74,ISO718,630
Nigeria,Oceania,2019,47.22,75197308,17862.5,ISO441,530
United States,South America,1987,64.64,1276995978,74833.83,ISO488,275
United States,Asia,1955,55.68,332581075,63931.44,ISO108,537
Germany,Oceania,2003,59.55,986031562,5397.63,ISO631,633
United Kingdom,South America,1955,55.08,192933902,79916.49,ISO248,884
Russia,Oceania,1982,55.12,659988368,55899.21,ISO482,98
United States,South America,2014,64.41,935313697,13661.06,ISO628,450
Japan,Asia,2025,48.64,331329841,19736.25,ISO111,418
Saudi Arabia,South America,1971,64.18,1360519215,55703.19,ISO575,260
Canada,Africa,2014,52.55,542391819,62601.12,ISO693,846
India,Oceania,1950,53.0,1212457897,19883.84,ISO678,265
Brazil,Asia,1982,73.24,1009710427,21300.54,ISO744,90
Japan,South America,1982,41.33,754000879,25262.53,ISO152,908
Indonesia,Africa,1998,57.14,1214847047,48243.45,ISO535,439
Mexico,Africa,1976,58.34,840594842,14573.48,ISO305,979
United Kingdom,North America,1966,61.83,704559061,9235.21,ISO844,833
Saudi Arabia,Africa,2008,70.11,645819957,54630.26,ISO153,573
India,Europe,2014,56.64,787873720,62548.74,ISO679,745
Brazil,Asia,1987,49.59,250957527,40573.42,ISO589,111
Spain,Asia,2008,79.82,718266133,29742.78,ISO902,22
Spain,Asia,2003,84.15,1242002559,35131.37,ISO443,368
Saudi Arabia,South America,1955,40.9,343725696,31684.22,ISO268,656
Canada,Oceania,1955,64.59,1247917500,76838.81,ISO260,382
United Kingdom,South America,1955,55.38,886743128,61679.1,ISO626,163
Spain,Europe,1960,52.46,239573539,17438.89,ISO802,103
Australia,Oceania,1976,55.11,639839912,31350.94,ISO626,268
Germany,Africa,1950,68.75,62168770,43976.97,ISO386,753
India,South America,2003,48.58,330809284,49425.88,ISO974,753
South Africa,Oceania,1955,81.08,895561600,37986.53,ISO511,52
Germany,Africa,1998,60.98,1029264373,65000.0,ISO621,680
Mexico,Oceania,2025,54.65,467306066,61640.88,ISO668,802
Argentina,Africa,1955,74.45,328497952,40907.48,ISO298,418
India,Oceania,2019,40.74,958777513,68499.92,ISO260,62
Canada,South America,2008,59.43,368012233,60336.07,ISO874,186
Canada,South America,1950,55.99,456052513,62507.97,ISO488,662
Australia,Europe,1960,55.22,10886607,76555.66,ISO573,450
Indonesia,North America,1998,55.17,840873965,22050.89,ISO480,901
United Kingdom,Asia,1982,41.41,1037783516,22144.2,ISO864,304
Italy,South America,2025,46.85,988889678,71227.23,ISO730,611
Japan,South America,2014,46.38,1295730890,62005.88,ISO691,558
Japan,Africa,1950,84.49,640061537,74197.1,ISO223,357
United Kingdom,North America,1982,41.0,1392122845,5987.28,ISO924,772
Brazil,South America,1971,47.52,1128205862,50592.81,ISO171,216
Saudi Arabia,Oceania,1992,83.84,1142939395,12425.64,ISO267,192
United Kingdom,North America,1955,68.27,999446917,40807.88,ISO383,646
Nigeria,Asia,1950,60.28,1279459296,13304.01,ISO593,350
Indonesia,Oceania,1992,43.54,825956255,11118.2,ISO135,815
Mexico,Africa,1987,70.13,1350338773,1961.3,ISO923,906
Italy,Europe,1998,46.2,1000114390,50788.87,ISO274,804
Spain,Oceania,1976,70.2,519131774,29362.79,ISO298,140
China,Asia,2025,84.06,544283865,9309.87,ISO215,33
Brazil,Oceania,1971,63.94,1128539196,26504.18,ISO414,149
Saudi Arabia,North America,1987,49.63,1012714782,14346.58,ISO319,827
Argentina,North America,1987,68.14,788239004,75393.89,ISO990,989
United Kingdom,Asia,2019,63.08,1351438916,26280.39,ISO677,471
France,North America,1971,63.99,1302458357,27382.33,ISO876,620
Italy,Oceania,2008,61.51,139230949,67348.78,ISO233,506
South Africa,Europe,1982,70.32,206015064,52172.71,ISO730,802
France,Oceania,2014,65.74,1287396411,57103.56,ISO221,971
Indonesia,Europe,2014,84.41,1243890337,51244.14,ISO932,194
Mexico,North America,1950,77.16,24799051,75749.51,ISO998,474
Germany,Oceania,1966,51.91,143072469,17353.07,ISO520,693
Nigeria,North America,1955,72.66,336611643,79134.1,ISO994,348
Brazil,Europe,1998,49.64,845996179,66645.54,ISO591,754
Egypt,North America,1960,75.21,226858844,47528.83,ISO698,4
Argentina,South America,2008,46.64,1097564444,53327.36,ISO388,113
Nigeria,Africa,1950,61.31,1376470700,52257.24,ISO748,853
United States,Oceania,2003,75.58,595227226,5613.3,ISO152,790
Indonesia,South America,2003,52.61,986268176,18223.3,ISO304,886
Argentina,North America,1955,77.67,788737651,76956.2,ISO447,897
Mexico,North America,2014,68.99,2801708,43214.79,ISO150,749
France,Africa,1950,57.89,1194529084,30889.93,ISO938,67
India,North America,1987,59.05,196310348,61201.04,ISO139,759
Argentina,Africa,1966,81.67,862845801,42437.0,ISO349,56
Spain,Oceania,1960,49.8,1260791950,2039.86,ISO317,265
Saudi Arabia,Europe,1950,71.2,162596433,59162.77,ISO278,532
China,Africa,1955,71.83,73406785,58845.19,ISO650,305
Indonesia,Africa,1960,81.51,848574924,14046.75,ISO282,971
Argentina,South America,1960,72.09,1246251562,76576.15,ISO835,889
United States,North America,1976,66.3,400337411,18688.74,ISO263,237
China,Oceania,1998,80.61,324982581,37162.2,ISO845,76
Canada,Europe,1987,77.31,938363958,10064.14,ISO476,360
China,Asia,1976,72.25,105691914,48659.3,ISO804,954
China,Africa,1955,41.47,14418985,30660.64,ISO596,606
France,Asia,1955,56.81,478376267,28900.7,ISO696,487
Egypt,North America,2019,68.44,1266564296,66331.17,ISO560,9
Germany,Africa,1982,63.5,786864692,1755.38,ISO854,713
South Africa,Asia,1950,54.37,1317049580,64037.79,ISO573,880
France,South America,1950,46.5,1324359973,46144.44,ISO784,711
Japan,Asia,1982,64.88,1067519749,78901.78,ISO136,985
South Africa,South America,1992,52.87,482040362,47566.01,ISO698,811
Russia,Europe,1971,50.49,830942266,5374.95,ISO740,862
Spain,North America,2003,57.95,1052950122,5000.98,ISO805,837
Russia,Oceania,1950,75.35,782276750,70769.09,ISO418,140
South Africa,Asia,1971,61.95,661680108,67455.92,ISO654,782
Egypt,Africa,2003,49.74,575893846,28325.32,ISO511,407
France,North America,1950,45.26,1043810599,49824.57,ISO455,631
Japan,Asia,1998,62.45,649596414,39677.72,ISO770,558
Nigeria,Africa,2025,75.75,83735724,77405.96,ISO716,746
Egypt,Africa,2008,69.38,972009458,76046.91,ISO328,573
Australia,Oceania,1992,50.45,26199848,78723.28,ISO828,209
South Africa,Oceania,1966,59.65,268364255,69449.45,ISO363,413
United States,Africa,1992,78.49,1068735973,72854.58,ISO586,809
Argentina,Oceania,1955,47.99,692976119,18165.02,ISO660,609
Japan,Africa,1982,63.94,761709869,66649.54,ISO451,39
United Kingdom,Asia,2025,56.03,122739536,56999.71,ISO541,233
Italy,Europe,2008,45.59,1304812902,77060.13,ISO734,230
China,Oceania,2014,42.25,1093464680,46129.68,ISO558,698
Mexico,South America,1955,65.01,926364783,7728.21,ISO914,265
Brazil,South America,2008,40.93,1388880913,48194.51,ISO124,134
Saudi Arabia,South America,1966,44.66,118567387,55239.89,ISO230,580
India,Europe,1976,55.64,1236969100,18405.36,ISO469,895
China,Africa,2019,41.96,1034733809,32134.96,ISO535,451
China,Africa,1955,58.02,773420073,48281.77,ISO323,189
Brazil,North America,1955,45.87,1116381504,30554.35,ISO710,632
United States,South America,1955,55.74,334586548,30620.87,ISO451,189
Argentina,South America,1960,75.6,277343217,11513.84,ISO901,277
Indonesia,Africa,1971,68.19,881817722,75318.99,ISO584,666
China,South America,1992,60.04,904746154,60289.06,ISO296,355
Spain,Africa,1976,44.13,639805442,1098.23,ISO208,416
Australia,Africa,2025,67.86,393341928,61483.45,ISO959,154
Mexico,Oceania,2025,47.37,969048009,59443.8,ISO319,387
India,Africa,2008,43.45,212398689,1768.75,ISO875,39
China,Asia,2019,69.88,560301882,30198.74,ISO819,329
China,Asia,1992,81.04,637161661,48933.07,ISO418,468
Russia,Asia,1998,60.73,447398802,36767.3,ISO181,469
Brazil,Asia,2025,41.84,1351380771,62460.9,ISO636,98
South Africa,Europe,2019,79.61,875391184,34611.21,ISO797,137
United States,North America,2014,43.01,316942214,13155.17,ISO531,165
Egypt,North America,1971,79.04,768644825,78136.83,ISO996,559
United Kingdom,Africa,2003,57.63,1252155949,20121.16,ISO107,303
Egypt,South America,1976,56.44,380863341,57697.69,ISO735,798
Saudi Arabia,Asia,1998,64.43,437087877,12309.35,ISO248,359
United Kingdom,North America,2008,83.07,700018332,26992.0,ISO197,243
India,North America,1987,80.44,486793416,35920.18,ISO827,567
Germany,Asia,1960,61.16,210170293,16186.33,ISO200,941
Australia,Europe,1955,71.31,61862027,36546.81,ISO829,796
China,Europe,1960,66.12,360111742,13415.86,ISO466,589
Japan,North America,2019,71.21,789111971,45161.52,ISO561,810
Egypt,Europe,1992,77.32,183926771,53433.35,ISO513,753
Saudi Arabia,Oceania,2025,41.55,324187759,5932.31,ISO358,170
Nigeria,Asia,1976,54.66,885170825,69819.44,ISO455,143
Brazil,North America,1998,83.17,408563065,15626.13,ISO110,142
Mexico,Asia,2008,82.72,428184669,18803.63,ISO515,884
Saudi Arabia,Europe,1966,40.5,633037532,53246.64,ISO670,238
Egypt,Asia,1998,49.06,1208119334,38031.33,ISO349,6
Mexico,Europe,1960,84.72,616978249,40452.25,ISO751,259
Nigeria,Europe,2014,62.18,1234797375,11124.24,ISO946,374
Argentina,Asia,1955,65.78,721456742,64653.13,ISO649,281
India,Europe,2025,47.49,330710646,49747.29,ISO221,519
Germany,Oceania,2019,80.25,196732507,11695.18,ISO164,907
Nigeria,Africa,1966,50.41,1333461457,30545.95,ISO757,785
Egypt,Asia,1992,48.53,29678261,65022.38,ISO401,215
India,Africa,1966,50.27,176098225,45900.05,ISO224,219
Canada,Asia,2014,81.38,364612368,9583.25,ISO411,273
Argentina,Europe,2008,71.63,859819146,30449.39,ISO290,479
Italy,Europe,1971,74.59,287326336,20172.86,ISO874,531
Saudi Arabia,North America,2025,56.97,651512227,41879.78,ISO972,931
Japan,Oceania,1987,80.91,1253159075,67625.53,ISO549,67
Spain,North America,1955,75.52,159518664,35465.1,ISO907,754
Japan,Africa,2008,73.78,748543810,35234.02,ISO793,463
Argentina,Europe,2003,83.69,960023026,72522.72,ISO258,19
Brazil,North America,2019,56.48,223523015,46518.65,ISO452,567
South Africa,Europe,1960,67.49,304517553,45729.1,ISO919,22
Mexico,Asia,1976,80.95,781752570,21690.88,ISO898,328
Brazil,North America,2008,75.59,77749427,49010.1,ISO773,911
India,Africa,1982,65.35,802941948,46496.93,ISO362,96
India,North America,1966,43.43,1104944284,32351.27,ISO828,776
Japan,Europe,2019,69.37,79730123,79264.95,ISO505,813
France,South America,2025,63.7,365692104,70669.39,ISO792,20
India,South America,1950,48.29,634742952,60217.32,ISO702,626
Spain,Oceania,1982,79.7,53345136,43450.3,ISO116,843
Saudi Arabia,Europe,2008,55.45,132549237,37502.72,ISO736,875
Italy,Asia,1992,57.44,268334767,15606.89,ISO359,491
Germany,North America,1950,70.26,32292075,25153.26,ISO989,97
China,South America,2019,62.0,94943711,62142.9,ISO454,13
France,Asia,1950,44.02,899122146,36846.17,ISO588,727
Brazil,Europe,1950,57.43,1364427277,70699.29,ISO313,752
Mexico,Asia,1998,44.25,887664629,12684.98,ISO338,769
Australia,Europe,1982,48.58,429496527,41159.42,ISO279,531
Mexico,Oceania,2003,40.32,118858388,52110.29,ISO518,492
Australia,North America,1992,48.16,1240997963,41831.03,ISO783,147
Nigeria,Asia,1960,54.87,877210427,71248.92,ISO242,557
Canada,North America,1987,64.22,794937623,79175.5,ISO416,518
Japan,Asia,1992,81.37,519353021,10150.94,ISO343,922
Spain,Europe,1960,64.31,48230855,11266.44,ISO331,473
United States,Europe,2008,71.75,340940756,11295.6,ISO783,380
Argentina,Asia,2008,56.1,336890735,54812.99,ISO888,671
Saudi Arabia,Oceania,1960,73.82,376185287,30441.41,ISO688,497
Italy,Europe,2025,67.92,523349595,58931.86,ISO402,688
Argentina,Africa,1950,60.69,135593359,33032.25,ISO430,487
Australia,Africa,1955,48.72,1174898505,50580.93,ISO660,455
Russia,North America,1982,53.66,459337331,61818.78,ISO347,539
Spain,Africa,1960,67.94,292015310,44309.06,ISO382,790
Italy,Africa,1982,59.17,215737539,43620.78,ISO386,78
United Kingdom,Oceania,1971,80.02,393591870,7970.51,ISO131,43
Indonesia,Oceania,1998,50.57,1210678030,33451.76,ISO599,305
China,South America,1987,43.29,125497891,44116.4,ISO769,555
Spain,South America,1971,66.52,316150909,37496.49,ISO629,65
Nigeria,Oceania,1960,79.87,1175702954,72161.78,ISO480,753
Canada,South America,1992,56.41,955840707,72615.92,ISO162,506
Italy,Oceania,2025,69.15,920293480,65931.47,ISO227,248
United Kingdom,South America,1982,50.41,564435720,30648.55,ISO627,21
Russia,Europe,1971,65.13,412000418,57666.63,ISO262,655
Egypt,Oceania,1982,75.41,398175606,32227.79,ISO350,401
Spain,North America,2003,79.02,402962267,19374.89,ISO748,597
South Africa,North America,1998,44.73,740818852,28089.31,ISO929,192
Mexico,Oceania,1992,56.04,869789294,6606.21,ISO394,623
France,Africa,1971,68.78,160906811,27210.42,ISO278,749
Argentina,North America,1982,41.56,1332019912,37398.64,ISO328,783
Egypt,Africa,2003,71.08,1035282178,76482.99,ISO982,107
South Africa,North America,1992,63.76,107147444,25759.44,ISO493,926
Russia,Asia,1950,52.99,1395281540,72293.83,ISO791,649
South Africa,Asia,1966,76.66,305098761,19079.8,ISO495,347
India,Oceania,1950,53.05,1053117531,16086.54,ISO171,374
Egypt,North America,1987,84.61,574086221,42000.64,ISO417,36
Spain,Europe,1960,76.74,349277293,54128.4,ISO998,752
South Africa,Africa,1955,71.86,768197142,4502.25,ISO694,377
France,North America,2019,42.76,1156208076,18464.2,ISO478,851
Mexico,Oceania,1966,80.69,1316957775,36999.01,ISO235,181
Argentina,Africa,2003,75.55,607943197,27149.34,ISO829,15
Argentina,South America,1960,50.31,698925543,57297.07,ISO720,866
Brazil,Oceania,2003,57.65,130802448,41381.69,ISO477,956
Indonesia,North America,1971,52.09,1248090624,13668.37,ISO218,744
Nigeria,Europe,2025,84.3,74538800,71662.76,ISO629,824
Japan,South America,2014,78.44,854927895,24139.55,ISO943,784
United States,Oceania,1987,81.86,835284335,58759.36,ISO765,893
India,North America,1998,75.49,886743233,62613.35,ISO622,459
South Africa,Asia,1987,60.54,806499256,77089.46,ISO749,873
Italy,North America,2003,49.24,507751218,40382.09,ISO486,646
Australia,Asia,1982,49.36,148588064,49651.01,ISO673,252
United Kingdom,Asia,1987,46.83,897294032,27455.23,ISO682,451
China,Oceania,2014,64.6,1223476169,54576.16,ISO672,983
Brazil,North America,2014,81.4,436232581,37607.3,ISO743,573
Argentina,North America,1971,84.63,1341424549,35574.54,ISO672,7
Argentina,Asia,1998,52.93,1154431103,68581.93,ISO969,239
Canada,Africa,1998,71.38,573684848,4963.34,ISO368,176
Indonesia,South America,2003,66.87,42465399,70675.03,ISO623,325
Brazil,Europe,2008,62.0,1345974170,68313.52,ISO646,374
Germany,North America,2003,69.96,933072505,41002.93,ISO585,551
Nigeria,South America,2014,56.71,1276986074,39726.03,ISO537,794
Brazil,South America,1976,82.5,195868790,29582.78,ISO662,752
United States,Africa,1987,71.75,918925350,79539.73,ISO654,790
Egypt,South America,2025,73.94,247153044,9782.38,ISO839,299
Germany,North America,2014,50.91,717809746,47627.0,ISO210,843
Japan,Oceania,1950,47.59,302343206,54852.85,ISO421,403
Indonesia,Oceania,1976,57.75,732519126,74812.07,ISO626,61
South Africa,South America,1976,74.5,1154705318,62636.08,ISO276,878
Spain,North America,2025,82.25,287965355,51863.93,ISO773,533
Egypt,North America,2003,59.23,69486190,10228.17,ISO650,551
Canada,Asia,2014,74.84,1320258318,30524.95,ISO637,411
China,Africa,1971,61.17,262536193,11968.49,ISO723,644
Mexico,Europe,1966,53.29,91203618,70615.81,ISO572,516
Canada,Asia,1950,73.27,521988499,60220.07,ISO662,67
Egypt,Europe,2003,75.92,1333867995,60845.41,ISO978,577
Spain,North America,1998,49.13,393437375,52528.26,ISO487,881
Brazil,Oceania,2003,53.73,672046328,41056.44,ISO197,423
Spain,Asia,1987,62.26,977256399,12847.71,ISO510,846
Egypt,South America,1976,48.39,724639392,27045.9,ISO474,149
Germany,South America,1960,81.8,1092888174,11816.35,ISO269,275
Brazil,Europe,2008,66.61,18588363,58268.14,ISO155,20
Spain,North America,1960,45.45,1342988070,13658.07,ISO832,795
Mexico,Oceania,2008,48.28,1131377130,56466.97,ISO424,101
Russia,Europe,1976,82.95,1048031123,55688.18,ISO757,455
Italy,Oceania,2008,73.22,317836764,37285.05,ISO359,742
Canada,Africa,2025,73.05,391841834,11683.06,ISO740,978
Japan,Oceania,1982,43.26,1103130224,25869.27,ISO661,901
Indonesia,South America,1987,80.29,170299842,26287.36,ISO439,246
Japan,Asia,1971,59.97,1174541487,56330.43,ISO937,482
Japan,Asia,1998,69.69,1219065723,9985.7,ISO503,204
Saudi Arabia,Asia,1976,83.19,663925398,66496.42,ISO631,909
United Kingdom,Oceania,2008,44.5,259525053,61119.58,ISO273,952
Saudi Arabia,South America,1950,61.7,1091777369,15718.25,ISO894,476
Indonesia,Oceania,1976,42.23,989232443,57813.99,ISO637,182
United Kingdom,North America,1992,62.48,479257604,53812.54,ISO259,511
Japan,South America,1998,51.35,1274688110,60101.54,ISO109,456
Japan,South America,1966,81.0,99043467,15925.36,ISO693,273
Japan,Oceania,2019,57.93,34061801,13449.64,ISO355,237
Russia,Oceania,2019,68.52,530025054,19682.23,ISO716,627
India,Asia,1998,78.71,877698835,29903.86,ISO751,489
Indonesia,South America,2014,84.27,512481491,63699.53,ISO813,581
Saudi Arabia,Asia,1950,62.67,696051498,59295.99,ISO443,341
Mexico,North America,2019,60.51,363705287,74110.68,ISO635,864
Canada,Africa,2003,43.41,296410670,5631.74,ISO472,952
Canada,Asia,1992,40.57,458523553,1912.95,ISO534,760
United Kingdom,Oceania,1966,67.4,513218710,56231.97,ISO145,760
Argentina,Europe,1955,42.95,731494540,23063.71,ISO828,983
Germany,Africa,1950,57.12,1227397596,27392.23,ISO154,451
Italy,North America,1960,40.16,675562759,44197.36,ISO177,587
Italy,Oceania,1982,67.69,370374602,9090.64,ISO590,360
Spain,Africa,2003,59.14,1217883372,51772.86,ISO770,52
Canada,Oceania,1998,45.72,783656344,26686.65,ISO955,499
Nigeria,Asia,1955,53.34,1131221744,50984.49,ISO371,349
Egypt,Oceania,2025,65.63,268250814,66886.55,ISO759,705
Italy,North America,1992,69.55,344870812,14517.8,ISO649,296
United States,Europe,2008,60.81,1378344503,74538.97,ISO210,692
